tag,aega_min,aega_max,aega_step,pc,pm_high,pm_low,sbx_eta_rw,pm_eta_rw,hv,igd,wall_s,cpu_s
aega_180_280_20_pc0.98_pm0.40_0.08_rw2.5_5,180,280,20,0.98,0.40,0.08,2.5,5,0.381817,0.459143,1.595,0.989
aega_180_280_20_pc0.98_pm0.40_0.08_rw2.5_8,180,280,20,0.98,0.40,0.08,2.5,8,0.517927,0.323407,1.026,0.864
aega_180_280_20_pc0.98_pm0.40_0.08_rw3.0_3,180,280,20,0.98,0.40,0.08,3.0,3,0.372922,0.463624,0.778,0.702
aega_180_280_20_pc0.98_pm0.40_0.08_rw3.0_5,180,280,20,0.98,0.40,0.08,3.0,5,0.443304,0.392789,1.097,0.841
aega_180_280_20_pc0.98_pm0.40_0.08_rw3.0_8,180,280,20,0.98,0.40,0.08,3.0,8,0.702571,0.222604,0.857,0.767
aega_180_280_20_pc0.98_pm0.40_0.10_rw1.5_3,180,280,20,0.98,0.40,0.10,1.5,3,0.702371,0.223060,0.864,0.761
aega_180_280_20_pc0.98_pm0.40_0.10_rw1.5_5,180,280,20,0.98,0.40,0.10,1.5,5,0.558039,0.355134,0.686,0.673
aega_180_280_20_pc0.98_pm0.40_0.10_rw1.5_8,180,280,20,0.98,0.40,0.10,1.5,8,0.781308,0.128622,0.677,0.671
aega_180_280_20_pc0.98_pm0.40_0.10_rw2.0_3,180,280,20,0.98,0.40,0.10,2.0,3,0.701131,0.223814,0.677,0.665
aega_180_280_20_pc0.98_pm0.40_0.10_rw2.0_5,180,280,20,0.98,0.40,0.10,2.0,5,0.702846,0.222719,0.646,0.643
aega_180_280_20_pc0.98_pm0.40_0.10_rw2.0_8,180,280,20,0.98,0.40,0.10,2.0,8,0.702845,0.222716,0.678,0.664
aega_180_280_20_pc0.98_pm0.40_0.10_rw2.5_3,180,280,20,0.98,0.40,0.10,2.5,3,0.492574,0.379429,0.648,0.645
aega_180_280_20_pc0.98_pm0.40_0.10_rw2.5_5,180,280,20,0.98,0.40,0.10,2.5,5,0.263121,0.583025,0.590,0.587
aega_180_280_20_pc0.98_pm0.40_0.10_rw2.5_8,180,280,20,0.98,0.40,0.10,2.5,8,0.368287,0.464616,0.612,0.597
aega_180_280_20_pc0.98_pm0.40_0.10_rw3.0_3,180,280,20,0.98,0.40,0.10,3.0,3,0.561895,0.348681,0.667,0.656
aega_180_280_20_pc0.98_pm0.40_0.10_rw3.0_5,180,280,20,0.98,0.40,0.10,3.0,5,0.702731,0.222775,0.657,0.654
aega_180_280_20_pc0.98_pm0.40_0.10_rw3.0_8,180,280,20,0.98,0.40,0.10,3.0,8,0.702290,0.222880,0.639,0.637
aega_180_280_20_pc0.98_pm0.45_0.08_rw1.5_3,180,280,20,0.98,0.45,0.08,1.5,3,0.499665,0.323978,0.657,0.654
aega_180_280_20_pc0.98_pm0.45_0.08_rw1.5_5,180,280,20,0.98,0.45,0.08,1.5,5,0.703487,0.222267,0.678,0.663
aega_180_280_20_pc0.98_pm0.45_0.08_rw1.5_8,180,280,20,0.98,0.45,0.08,1.5,8,0.719644,0.210705,0.649,0.645
aega_180_280_20_pc0.98_pm0.45_0.08_rw2.0_3,180,280,20,0.98,0.45,0.08,2.0,3,0.561196,0.349635,0.645,0.642
aega_180_280_20_pc0.98_pm0.45_0.08_rw2.0_5,180,280,20,0.98,0.45,0.08,2.0,5,0.702667,0.222607,0.684,0.662
aega_180_280_20_pc0.98_pm0.45_0.08_rw2.0_8,180,280,20,0.98,0.45,0.08,2.0,8,0.260689,0.581308,0.592,0.589
aega_180_280_20_pc0.98_pm0.45_0.08_rw2.5_3,180,280,20,0.98,0.45,0.08,2.5,3,0.178103,0.674682,0.639,0.610
aega_180_280_20_pc0.98_pm0.45_0.08_rw2.5_5,180,280,20,0.98,0.45,0.08,2.5,5,0.338936,0.517863,0.598,0.595
aega_180_280_20_pc0.98_pm0.45_0.08_rw2.5_8,180,280,20,0.98,0.45,0.08,2.5,8,0.558502,0.356224,0.635,0.632
aega_180_280_20_pc0.98_pm0.45_0.08_rw3.0_3,180,280,20,0.98,0.45,0.08,3.0,3,0.702391,0.222735,0.685,0.667
aega_180_280_20_pc0.98_pm0.45_0.08_rw3.0_5,180,280,20,0.98,0.45,0.08,3.0,5,0.701083,0.224024,0.661,0.657
aega_180_280_20_pc0.98_pm0.45_0.08_rw3.0_8,180,280,20,0.98,0.45,0.08,3.0,8,0.564625,0.346981,0.639,0.634
aega_180_280_20_pc0.98_pm0.45_0.10_rw1.5_3,180,280,20,0.98,0.45,0.10,1.5,3,0.275109,0.566423,0.632,0.614
aega_180_280_20_pc0.98_pm0.45_0.10_rw1.5_5,180,280,20,0.98,0.45,0.10,1.5,5,0.697278,0.226646,0.670,0.667
aega_180_280_20_pc0.98_pm0.45_0.10_rw1.5_8,180,280,20,0.98,0.45,0.10,1.5,8,0.231379,0.590222,0.624,0.611
aega_180_280_20_pc0.98_pm0.45_0.10_rw2.0_3,180,280,20,0.98,0.45,0.10,2.0,3,0.558861,0.349886,0.716,0.681
aega_180_280_20_pc0.98_pm0.45_0.10_rw2.0_5,180,280,20,0.98,0.45,0.10,2.0,5,0.703396,0.222480,0.706,0.693
aega_180_280_20_pc0.98_pm0.45_0.10_rw2.0_8,180,280,20,0.98,0.45,0.10,2.0,8,0.368241,0.464673,0.980,0.776
aega_180_280_20_pc0.98_pm0.45_0.10_rw2.5_3,180,280,20,0.98,0.45,0.10,2.5,3,0.193907,0.676178,0.779,0.716
aega_180_280_20_pc0.98_pm0.45_0.10_rw2.5_5,180,280,20,0.98,0.45,0.10,2.5,5,0.267706,0.574979,0.814,0.708
aega_180_280_20_pc0.98_pm0.45_0.10_rw2.5_8,180,280,20,0.98,0.45,0.10,2.5,8,0.702317,0.222736,0.701,0.686
aega_180_280_20_pc0.98_pm0.45_0.10_rw3.0_3,180,280,20,0.98,0.45,0.10,3.0,3,0.702337,0.222720,0.749,0.687
aega_180_280_20_pc0.98_pm0.45_0.10_rw3.0_5,180,280,20,0.98,0.45,0.10,3.0,5,0.563827,0.347375,0.664,0.658
aega_180_280_20_pc0.98_pm0.45_0.10_rw3.0_8,180,280,20,0.98,0.45,0.10,3.0,8,0.703183,0.222314,0.689,0.679
aega_180_280_20_pc0.98_pm0.50_0.08_rw1.5_3,180,280,20,0.98,0.50,0.08,1.5,3,0.555025,0.355706,0.704,0.687
aega_180_280_20_pc0.98_pm0.50_0.08_rw1.5_5,180,280,20,0.98,0.50,0.08,1.5,5,0.378996,0.454142,0.721,0.700
aega_180_280_20_pc0.98_pm0.50_0.08_rw1.5_8,180,280,20,0.98,0.50,0.08,1.5,8,0.703163,0.222567,0.939,0.761
aega_180_280_20_pc0.98_pm0.50_0.08_rw2.0_3,180,280,20,0.98,0.50,0.08,2.0,3,0.260667,0.583896,0.807,0.729
aega_180_280_20_pc0.98_pm0.50_0.08_rw2.0_5,180,280,20,0.98,0.50,0.08,2.0,5,0.702384,0.222697,0.778,0.729
aega_180_280_20_pc0.98_pm0.50_0.08_rw2.0_8,180,280,20,0.98,0.50,0.08,2.0,8,0.563210,0.348426,0.811,0.748
aega_180_280_20_pc0.98_pm0.50_0.08_rw2.5_3,180,280,20,0.98,0.50,0.08,2.5,3,0.556909,0.355416,0.672,0.662
aega_180_280_20_pc0.98_pm0.50_0.08_rw2.5_5,180,280,20,0.98,0.50,0.08,2.5,5,0.702642,0.222721,0.833,0.718
aega_180_280_20_pc0.98_pm0.50_0.08_rw2.5_8,180,280,20,0.98,0.50,0.08,2.5,8,0.563170,0.347556,0.688,0.666
aega_180_280_20_pc0.98_pm0.50_0.08_rw3.0_3,180,280,20,0.98,0.50,0.08,3.0,3,0.557950,0.351830,0.657,0.652
aega_180_280_20_pc0.98_pm0.50_0.08_rw3.0_5,180,280,20,0.98,0.50,0.08,3.0,5,0.552451,0.359704,0.695,0.673
aega_180_280_20_pc0.98_pm0.50_0.08_rw3.0_8,180,280,20,0.98,0.50,0.08,3.0,8,0.699877,0.224718,0.660,0.657
aega_180_280_20_pc0.98_pm0.50_0.10_rw1.5_3,180,280,20,0.98,0.50,0.10,1.5,3,0.268887,0.572469,0.597,0.594
aega_180_280_20_pc0.98_pm0.50_0.10_rw1.5_5,180,280,20,0.98,0.50,0.10,1.5,5,0.703332,0.222603,0.700,0.687
aega_180_280_20_pc0.98_pm0.50_0.10_rw1.5_8,180,280,20,0.98,0.50,0.10,1.5,8,0.702170,0.223096,0.691,0.678
aega_180_280_20_pc0.98_pm0.50_0.10_rw2.0_3,180,280,20,0.98,0.50,0.10,2.0,3,0.700715,0.223825,0.699,0.675
aega_180_280_20_pc0.98_pm0.50_0.10_rw2.0_5,180,280,20,0.98,0.50,0.10,2.0,5,0.700640,0.223449,0.681,0.677
aega_180_280_20_pc0.98_pm0.50_0.10_rw2.0_8,180,280,20,0.98,0.50,0.10,2.0,8,0.702934,0.223065,0.650,0.646
aega_180_280_20_pc0.98_pm0.50_0.10_rw2.5_3,180,280,20,0.98,0.50,0.10,2.5,3,0.560437,0.349041,0.686,0.670
aega_180_280_20_pc0.98_pm0.50_0.10_rw2.5_5,180,280,20,0.98,0.50,0.10,2.5,5,0.613792,0.257660,0.673,0.669
aega_180_280_20_pc0.98_pm0.50_0.10_rw2.5_8,180,280,20,0.98,0.50,0.10,2.5,8,0.702335,0.222717,0.654,0.651
aega_180_280_20_pc0.98_pm0.50_0.10_rw3.0_3,180,280,20,0.98,0.50,0.10,3.0,3,0.508801,0.360522,0.689,0.665
aega_180_280_20_pc0.98_pm0.50_0.10_rw3.0_5,180,280,20,0.98,0.50,0.10,3.0,5,0.702700,0.222954,0.653,0.649
aega_180_280_20_pc0.98_pm0.50_0.10_rw3.0_8,180,280,20,0.98,0.50,0.10,3.0,8,0.564650,0.346962,0.681,0.670
aega_200_280_20_pc0.90_pm0.40_0.08_rw1.5_3,200,280,20,0.90,0.40,0.08,1.5,3,0.305908,0.509960,0.605,0.601
aega_200_280_20_pc0.90_pm0.40_0.08_rw1.5_5,200,280,20,0.90,0.40,0.08,1.5,5,0.239091,0.632391,0.579,0.575
aega_200_280_20_pc0.90_pm0.40_0.08_rw1.5_8,200,280,20,0.90,0.40,0.08,1.5,8,0.000000,1.155243,0.617,0.600
aega_200_280_20_pc0.90_pm0.40_0.08_rw2.0_3,200,280,20,0.90,0.40,0.08,2.0,3,0.270236,0.526663,0.615,0.612
aega_200_280_20_pc0.90_pm0.40_0.08_rw2.0_5,200,280,20,0.90,0.40,0.08,2.0,5,0.703033,0.222842,0.636,0.633
aega_200_280_20_pc0.90_pm0.40_0.08_rw2.0_8,200,280,20,0.90,0.40,0.08,2.0,8,0.554989,0.356157,0.661,0.642
aega_200_280_20_pc0.90_pm0.40_0.08_rw2.5_3,200,280,20,0.90,0.40,0.08,2.5,3,0.703277,0.222436,0.654,0.648
aega_200_280_20_pc0.90_pm0.40_0.08_rw2.5_5,200,280,20,0.90,0.40,0.08,2.5,5,0.365765,0.471653,0.651,0.646
aega_200_280_20_pc0.90_pm0.40_0.08_rw2.5_8,200,280,20,0.90,0.40,0.08,2.5,8,0.218902,0.626113,0.600,0.593
aega_200_280_20_pc0.90_pm0.40_0.08_rw3.0_3,200,280,20,0.90,0.40,0.08,3.0,3,0.240777,0.609587,0.659,0.655
aega_200_280_20_pc0.90_pm0.40_0.08_rw3.0_5,200,280,20,0.90,0.40,0.08,3.0,5,0.556995,0.354411,0.679,0.659
aega_200_280_20_pc0.90_pm0.40_0.08_rw3.0_8,200,280,20,0.90,0.40,0.08,3.0,8,0.702829,0.223206,0.655,0.650
aega_200_280_20_pc0.90_pm0.40_0.10_rw1.5_3,200,280,20,0.90,0.40,0.10,1.5,3,0.528101,0.315454,0.692,0.679
aega_200_280_20_pc0.90_pm0.40_0.10_rw1.5_5,200,280,20,0.90,0.40,0.10,1.5,5,0.078367,0.663043,0.661,0.636
aega_200_280_20_pc0.90_pm0.40_0.10_rw1.5_8,200,280,20,0.90,0.40,0.10,1.5,8,0.559187,0.353109,0.660,0.654
aega_200_280_20_pc0.90_pm0.40_0.10_rw2.0_3,200,280,20,0.90,0.40,0.10,2.0,3,0.494661,0.376419,0.713,0.675
aega_200_280_20_pc0.90_pm0.40_0.10_rw2.0_5,200,280,20,0.90,0.40,0.10,2.0,5,0.702881,0.222411,0.666,0.654
aega_200_280_20_pc0.90_pm0.40_0.10_rw2.0_8,200,280,20,0.90,0.40,0.10,2.0,8,0.676442,0.233897,0.742,0.712
aega_200_280_20_pc0.90_pm0.40_0.10_rw2.5_3,200,280,20,0.90,0.40,0.10,2.5,3,0.703442,0.222384,0.654,0.648
aega_200_280_20_pc0.90_pm0.40_0.10_rw2.5_5,200,280,20,0.90,0.40,0.10,2.5,5,0.326023,0.493039,0.639,0.628
aega_200_280_20_pc0.90_pm0.40_0.10_rw2.5_8,200,280,20,0.90,0.40,0.10,2.5,8,0.225145,0.644334,0.600,0.595
aega_200_280_20_pc0.90_pm0.40_0.10_rw3.0_3,200,280,20,0.90,0.40,0.10,3.0,3,0.211084,0.635425,0.596,0.591
aega_200_280_20_pc0.90_pm0.40_0.10_rw3.0_5,200,280,20,0.90,0.40,0.10,3.0,5,0.563814,0.346973,0.655,0.640
aega_200_280_20_pc0.90_pm0.40_0.10_rw3.0_8,200,280,20,0.90,0.40,0.10,3.0,8,0.702505,0.222598,0.634,0.630
aega_200_280_20_pc0.90_pm0.45_0.08_rw1.5_3,200,280,20,0.90,0.45,0.08,1.5,3,0.267202,0.577835,0.592,0.588
aega_200_280_20_pc0.90_pm0.45_0.08_rw1.5_5,200,280,20,0.90,0.45,0.08,1.5,5,0.560511,0.350326,0.676,0.655
aega_200_280_20_pc0.90_pm0.45_0.08_rw1.5_8,200,280,20,0.90,0.45,0.08,1.5,8,0.559685,0.349504,0.667,0.660
aega_200_280_20_pc0.90_pm0.45_0.08_rw2.0_3,200,280,20,0.90,0.45,0.08,2.0,3,0.702816,0.222793,0.678,0.649
aega_200_280_20_pc0.90_pm0.45_0.08_rw2.0_5,200,280,20,0.90,0.45,0.08,2.0,5,0.617098,0.255568,0.658,0.655
aega_200_280_20_pc0.90_pm0.45_0.08_rw2.0_8,200,280,20,0.90,0.45,0.08,2.0,8,0.501111,0.372918,0.657,0.647
aega_200_280_20_pc0.90_pm0.45_0.08_rw2.5_3,200,280,20,0.90,0.45,0.08,2.5,3,0.166059,0.695322,0.590,0.587
aega_200_280_20_pc0.90_pm0.45_0.08_rw2.5_5,200,280,20,0.90,0.45,0.08,2.5,5,0.391220,0.471649,0.634,0.630
aega_200_280_20_pc0.90_pm0.45_0.08_rw2.5_8,200,280,20,0.90,0.45,0.08,2.5,8,0.690194,0.224049,0.654,0.639
aega_200_280_20_pc0.90_pm0.45_0.08_rw3.0_3,200,280,20,0.90,0.45,0.08,3.0,3,0.564414,0.347307,0.653,0.648
aega_200_280_20_pc0.90_pm0.45_0.08_rw3.0_5,200,280,20,0.90,0.45,0.08,3.0,5,0.588921,0.304870,0.686,0.669
aega_200_280_20_pc0.90_pm0.45_0.08_rw3.0_8,200,280,20,0.90,0.45,0.08,3.0,8,0.191465,0.660772,0.582,0.577
aega_200_280_20_pc0.90_pm0.45_0.10_rw1.5_3,200,280,20,0.90,0.45,0.10,1.5,3,0.376982,0.492320,0.635,0.631
aega_200_280_20_pc0.90_pm0.45_0.10_rw1.5_5,200,280,20,0.90,0.45,0.10,1.5,5,0.206223,0.641410,0.624,0.607
aega_200_280_20_pc0.90_pm0.45_0.10_rw1.5_8,200,280,20,0.90,0.45,0.10,1.5,8,0.560501,0.349917,0.650,0.646
aega_200_280_20_pc0.90_pm0.45_0.10_rw2.0_3,200,280,20,0.90,0.45,0.10,2.0,3,0.702517,0.222485,0.711,0.684
aega_200_280_20_pc0.90_pm0.45_0.10_rw2.0_5,200,280,20,0.90,0.45,0.10,2.0,5,0.173874,0.710953,0.609,0.597
aega_200_280_20_pc0.90_pm0.45_0.10_rw2.0_8,200,280,20,0.90,0.45,0.10,2.0,8,0.557291,0.351808,0.640,0.636
aega_200_280_20_pc0.90_pm0.45_0.10_rw2.5_3,200,280,20,0.90,0.45,0.10,2.5,3,0.557292,0.351810,0.696,0.654
aega_200_280_20_pc0.90_pm0.45_0.10_rw2.5_5,200,280,20,0.90,0.45,0.10,2.5,5,0.705103,0.221522,0.639,0.635
aega_200_280_20_pc0.90_pm0.45_0.10_rw2.5_8,200,280,20,0.90,0.45,0.10,2.5,8,0.700079,0.223876,0.661,0.645
aega_200_280_20_pc0.90_pm0.45_0.10_rw3.0_3,200,280,20,0.90,0.45,0.10,3.0,3,0.703093,0.222857,0.650,0.646
aega_200_280_20_pc0.90_pm0.45_0.10_rw3.0_5,200,280,20,0.90,0.45,0.10,3.0,5,0.564123,0.347636,0.650,0.646
aega_200_280_20_pc0.90_pm0.45_0.10_rw3.0_8,200,280,20,0.90,0.45,0.10,3.0,8,0.305069,0.526981,0.603,0.597
aega_200_280_20_pc0.90_pm0.50_0.08_rw1.5_3,200,280,20,0.90,0.50,0.08,1.5,3,0.234873,0.620497,0.589,0.586
aega_200_280_20_pc0.90_pm0.50_0.08_rw1.5_5,200,280,20,0.90,0.50,0.08,1.5,5,0.244754,0.625723,0.619,0.606
aega_200_280_20_pc0.90_pm0.50_0.08_rw1.5_8,200,280,20,0.90,0.50,0.08,1.5,8,0.123530,0.755945,0.593,0.590
aega_200_280_20_pc0.90_pm0.50_0.08_rw2.0_3,200,280,20,0.90,0.50,0.08,2.0,3,0.457477,0.366400,0.656,0.653
aega_200_280_20_pc0.90_pm0.50_0.08_rw2.0_5,200,280,20,0.90,0.50,0.08,2.0,5,0.729702,0.206312,0.653,0.650
aega_200_280_20_pc0.90_pm0.50_0.08_rw2.0_8,200,280,20,0.90,0.50,0.08,2.0,8,0.215691,0.627999,0.601,0.594
aega_200_280_20_pc0.90_pm0.50_0.08_rw2.5_3,200,280,20,0.90,0.50,0.08,2.5,3,0.391104,0.471843,0.695,0.668
aega_200_280_20_pc0.90_pm0.50_0.08_rw2.5_5,200,280,20,0.90,0.50,0.08,2.5,5,0.275019,0.566769,0.591,0.586
aega_200_280_20_pc0.90_pm0.50_0.08_rw2.5_8,200,280,20,0.90,0.50,0.08,2.5,8,0.365797,0.471643,0.621,0.618
aega_200_280_20_pc0.90_pm0.50_0.08_rw3.0_3,200,280,20,0.90,0.50,0.08,3.0,3,0.779470,0.220569,0.616,0.606
aega_200_280_20_pc0.90_pm0.50_0.08_rw3.0_5,200,280,20,0.90,0.50,0.08,3.0,5,0.702252,0.222875,0.650,0.646
aega_200_280_20_pc0.90_pm0.50_0.08_rw3.0_8,200,280,20,0.90,0.50,0.08,3.0,8,0.364446,0.472478,0.675,0.659
aega_200_280_20_pc0.90_pm0.50_0.10_rw1.5_3,200,280,20,0.90,0.50,0.10,1.5,3,0.698647,0.225557,0.660,0.657
aega_200_280_20_pc0.90_pm0.50_0.10_rw1.5_5,200,280,20,0.90,0.50,0.10,1.5,5,0.702116,0.222830,0.676,0.651
aega_200_280_20_pc0.90_pm0.50_0.10_rw1.5_8,200,280,20,0.90,0.50,0.10,1.5,8,0.221644,0.620521,0.590,0.587
aega_200_280_20_pc0.90_pm0.50_0.10_rw2.0_3,200,280,20,0.90,0.50,0.10,2.0,3,0.499223,0.324274,0.663,0.660
aega_200_280_20_pc0.90_pm0.50_0.10_rw2.0_5,200,280,20,0.90,0.50,0.10,2.0,5,0.286882,0.552770,0.618,0.604
aega_200_280_20_pc0.90_pm0.50_0.10_rw2.0_8,200,280,20,0.90,0.50,0.10,2.0,8,0.326506,0.528060,0.610,0.602
aega_200_280_20_pc0.90_pm0.50_0.10_rw2.5_3,200,280,20,0.90,0.50,0.10,2.5,3,0.703161,0.222806,0.672,0.658
aega_200_280_20_pc0.90_pm0.50_0.10_rw2.5_5,200,280,20,0.90,0.50,0.10,2.5,5,0.700748,0.223885,0.638,0.635
aega_200_280_20_pc0.90_pm0.50_0.10_rw2.5_8,200,280,20,0.90,0.50,0.10,2.5,8,0.702939,0.222525,0.644,0.640
aega_200_280_20_pc0.90_pm0.50_0.10_rw3.0_3,200,280,20,0.90,0.50,0.10,3.0,3,0.497225,0.375288,0.675,0.659
aega_200_280_20_pc0.90_pm0.50_0.10_rw3.0_5,200,280,20,0.90,0.50,0.10,3.0,5,0.141792,0.699002,0.606,0.603
aega_200_280_20_pc0.90_pm0.50_0.10_rw3.0_8,200,280,20,0.90,0.50,0.10,3.0,8,0.730065,0.206227,0.668,0.652
aega_200_280_20_pc0.95_pm0.40_0.08_rw1.5_3,200,280,20,0.95,0.40,0.08,1.5,3,0.558244,0.351818,0.646,0.641
aega_200_280_20_pc0.95_pm0.40_0.08_rw1.5_5,200,280,20,0.95,0.40,0.08,1.5,5,0.377026,0.456016,0.641,0.638
aega_200_280_20_pc0.95_pm0.40_0.08_rw1.5_8,200,280,20,0.95,0.40,0.08,1.5,8,0.702390,0.222538,0.672,0.655
aega_200_280_20_pc0.95_pm0.40_0.08_rw2.0_3,200,280,20,0.95,0.40,0.08,2.0,3,0.227289,0.553419,0.632,0.628
aega_200_280_20_pc0.95_pm0.40_0.08_rw2.0_5,200,280,20,0.95,0.40,0.08,2.0,5,0.721389,0.209432,0.667,0.654
aega_200_280_20_pc0.95_pm0.40_0.08_rw2.0_8,200,280,20,0.95,0.40,0.08,2.0,8,0.435178,0.407932,0.739,0.676
aega_200_280_20_pc0.95_pm0.40_0.08_rw2.5_3,200,280,20,0.95,0.40,0.08,2.5,3,0.702750,0.222674,0.744,0.716
aega_200_280_20_pc0.95_pm0.40_0.08_rw2.5_5,200,280,20,0.95,0.40,0.08,2.5,5,0.703301,0.222711,0.660,0.653
aega_200_280_20_pc0.95_pm0.40_0.08_rw2.5_8,200,280,20,0.95,0.40,0.08,2.5,8,0.000000,1.339405,0.589,0.586
aega_200_280_20_pc0.95_pm0.40_0.08_rw3.0_3,200,280,20,0.95,0.40,0.08,3.0,3,0.276086,0.546624,0.623,0.593
aega_200_280_20_pc0.95_pm0.40_0.08_rw3.0_5,200,280,20,0.95,0.40,0.08,3.0,5,0.562040,0.349290,0.649,0.645
aega_200_280_20_pc0.95_pm0.40_0.08_rw3.0_8,200,280,20,0.95,0.40,0.08,3.0,8,0.563140,0.348808,0.642,0.639
aega_200_280_20_pc0.95_pm0.40_0.10_rw1.5_3,200,280,20,0.95,0.40,0.10,1.5,3,0.721930,0.209610,0.670,0.656
aega_200_280_20_pc0.95_pm0.40_0.10_rw1.5_5,200,280,20,0.95,0.40,0.10,1.5,5,0.381359,0.459349,0.640,0.635
aega_200_280_20_pc0.95_pm0.40_0.10_rw1.5_8,200,280,20,0.95,0.40,0.10,1.5,8,0.560477,0.350115,0.690,0.673
aega_200_280_20_pc0.95_pm0.40_0.10_rw2.0_3,200,280,20,0.95,0.40,0.10,2.0,3,0.221072,0.625694,0.856,0.764
aega_200_280_20_pc0.95_pm0.40_0.10_rw2.0_5,200,280,20,0.95,0.40,0.10,2.0,5,0.562981,0.347556,0.648,0.641
aega_200_280_20_pc0.95_pm0.40_0.10_rw2.0_8,200,280,20,0.95,0.40,0.10,2.0,8,0.325497,0.525046,0.697,0.626
aega_200_280_20_pc0.95_pm0.40_0.10_rw2.5_3,200,280,20,0.95,0.40,0.10,2.5,3,0.730301,0.205686,0.639,0.636
aega_200_280_20_pc0.95_pm0.40_0.10_rw2.5_5,200,280,20,0.95,0.40,0.10,2.5,5,0.703324,0.222389,0.680,0.659
aega_200_280_20_pc0.95_pm0.40_0.10_rw2.5_8,200,280,20,0.95,0.40,0.10,2.5,8,0.076386,0.698761,0.601,0.598
aega_200_280_20_pc0.95_pm0.40_0.10_rw3.0_3,200,280,20,0.95,0.40,0.10,3.0,3,0.000000,1.171145,0.610,0.601
aega_200_280_20_pc0.95_pm0.40_0.10_rw3.0_5,200,280,20,0.95,0.40,0.10,3.0,5,0.444640,0.398031,0.693,0.673
aega_200_280_20_pc0.95_pm0.40_0.10_rw3.0_8,200,280,20,0.95,0.40,0.10,3.0,8,0.277040,0.562693,0.580,0.577
aega_200_280_20_pc0.95_pm0.45_0.08_rw1.5_3,200,280,20,0.95,0.45,0.08,1.5,3,0.702114,0.223791,0.640,0.636
aega_200_280_20_pc0.95_pm0.45_0.08_rw1.5_5,200,280,20,0.95,0.45,0.08,1.5,5,0.269664,0.528923,0.690,0.668
aega_200_280_20_pc0.95_pm0.45_0.08_rw1.5_8,200,280,20,0.95,0.45,0.08,1.5,8,0.561182,0.349392,0.653,0.650
aega_200_280_20_pc0.95_pm0.45_0.08_rw2.0_3,200,280,20,0.95,0.45,0.08,2.0,3,0.417315,0.418533,0.633,0.610
aega_200_280_20_pc0.95_pm0.45_0.08_rw2.0_5,200,280,20,0.95,0.45,0.08,2.0,5,0.558588,0.355785,0.637,0.634
aega_200_280_20_pc0.95_pm0.45_0.08_rw2.0_8,200,280,20,0.95,0.45,0.08,2.0,8,0.561611,0.349171,0.658,0.653
aega_200_280_20_pc0.95_pm0.45_0.08_rw2.5_3,200,280,20,0.95,0.45,0.08,2.5,3,0.275750,0.531278,0.622,0.602
aega_200_280_20_pc0.95_pm0.45_0.08_rw2.5_5,200,280,20,0.95,0.45,0.08,2.5,5,0.157348,0.704366,0.667,0.631
aega_200_280_20_pc0.95_pm0.45_0.08_rw2.5_8,200,280,20,0.95,0.45,0.08,2.5,8,0.699009,0.224445,0.686,0.665
aega_200_280_20_pc0.95_pm0.45_0.08_rw3.0_3,200,280,20,0.95,0.45,0.08,3.0,3,0.563943,0.347472,0.650,0.647
aega_200_280_20_pc0.95_pm0.45_0.08_rw3.0_5,200,280,20,0.95,0.45,0.08,3.0,5,0.702425,0.222620,0.633,0.630
aega_200_280_20_pc0.95_pm0.45_0.08_rw3.0_8,200,280,20,0.95,0.45,0.08,3.0,8,0.561897,0.349662,0.631,0.628
aega_200_280_20_pc0.95_pm0.45_0.10_rw1.5_3,200,280,20,0.95,0.45,0.10,1.5,3,0.520678,0.306046,0.670,0.664
aega_200_280_20_pc0.95_pm0.45_0.10_rw1.5_5,200,280,20,0.95,0.45,0.10,1.5,5,0.702720,0.222946,0.681,0.669
aega_200_280_20_pc0.95_pm0.45_0.10_rw1.5_8,200,280,20,0.95,0.45,0.10,1.5,8,0.443854,0.401784,0.658,0.654
aega_200_280_20_pc0.95_pm0.45_0.10_rw2.0_3,200,280,20,0.95,0.45,0.10,2.0,3,0.373686,0.457772,0.624,0.608
aega_200_280_20_pc0.95_pm0.45_0.10_rw2.0_5,200,280,20,0.95,0.45,0.10,2.0,5,0.781291,0.128622,0.660,0.655
aega_200_280_20_pc0.95_pm0.45_0.10_rw2.0_8,200,280,20,0.95,0.45,0.10,2.0,8,0.563288,0.347245,0.778,0.691
aega_200_280_20_pc0.95_pm0.45_0.10_rw2.5_3,200,280,20,0.95,0.45,0.10,2.5,3,0.561172,0.349086,0.685,0.671
aega_200_280_20_pc0.95_pm0.45_0.10_rw2.5_5,200,280,20,0.95,0.45,0.10,2.5,5,0.561697,0.349147,0.655,0.649
aega_200_280_20_pc0.95_pm0.45_0.10_rw2.5_8,200,280,20,0.95,0.45,0.10,2.5,8,0.559549,0.351268,0.656,0.642
aega_200_280_20_pc0.95_pm0.45_0.10_rw3.0_3,200,280,20,0.95,0.45,0.10,3.0,3,0.702609,0.222892,0.661,0.657
aega_200_280_20_pc0.95_pm0.45_0.10_rw3.0_5,200,280,20,0.95,0.45,0.10,3.0,5,0.702493,0.222942,0.644,0.640
aega_200_280_20_pc0.95_pm0.45_0.10_rw3.0_8,200,280,20,0.95,0.45,0.10,3.0,8,0.702163,0.223099,0.650,0.646
